date,Y_M0010049,Y_M0010049_std,Y_lag1_M0010049,Y_lag2_M0010049,Y_lag3_M0010049,Y_lag4_M0010049,Y_M0010049_reg_1234,Y_M0010049_reg_234,Y_M0010049_reg_34,Y_M0010049_reg_4,Y_M0010049_merged,Y_M0010049_prob_trans
2015-09-30,-9.60928055148289,-1.3229239433972955,-0.8434127320794104,-0.7828878482686448,-0.6490848838873748,-0.7706660503781425,-4.673477070901976,-4.6960325182063665,-4.812525094829096,-5.206729903659431,-4.673477070901976,0.7870280228257902
2015-12-31,-13.339932313613934,-1.637609925448167,-0.9358063062862984,-0.8859479985891913,-0.7110005995217838,-0.8559795047568068,-6.165165473327665,-6.234394331577644,-5.717929306568627,-6.162289183993545,-6.165165473327665,0.8266751054402706
2016-03-31,-13.872754111352204,-1.6825542304571128,-1.0426786080936576,-0.9006421395641215,-0.7554385091998271,-0.8718482694407929,-6.312466297790296,-6.22301928239053,-5.985504878561746,-6.340028386697934,-6.312466297790296,0.830268429031808
2016-06-30,-13.229491926825155,-1.6282941158281201,-1.0647997671075466,-0.9224926729035593,-0.7169364892882781,-0.8382808427987546,-7.033315878790697,-6.974363788147177,-5.586670038040755,-5.964054089579847,-7.033315878790697,0.8472902570834504
2016-09-30,-9.895450354569558,-1.3470627886338693,-1.107399428870567,-0.8557063009094624,-0.6508813388090483,-0.7645240695519679,-6.414030211273985,-6.176367329576608,-4.766180425634709,-5.137936220168013,-6.414030211273985,0.8326372390992449
2016-12-31,-9.603910926199621,-1.3224710075798431,-1.0921304635422395,-0.8319767023686129,-0.6770015782088119,-0.6793145790945949,-5.977993212189082,-5.69726756086247,-4.1268344224372475,-4.183541394966251,-5.977993212189082,0.8218092559284211
2017-03-31,-6.334194427592288,-1.0466655952825472,-1.0170296919825612,-0.8259223634534041,-0.6142498696686389,-0.5439987569069138,-6.381420743852797,-6.233152982049343,-2.797562566059079,-2.6679271157275917,-6.381420743852797,0.8319288435605693
2017-06-30,-4.629188789833394,-0.9028458533900625,-0.8030112543939626,-0.8412440028882452,-0.6127068030514567,-0.4716278190375255,-6.4767447086203145,-6.695953106495538,-2.1830742979051827,-1.8573313918616483,-6.4767447086203145,0.8342826674218562
2017-09-30,-1.8277011428185275,-0.6665362357642478,-0.7721479208423455,-0.8233420099147171,-0.648590773915764,-0.4349025189293292,-5.969179609529872,-6.178996133898019,-1.981695038754899,-1.4459871133181847,-5.969179609529872,0.8215637243180476
2017-12-31,4.299327989179269,-0.14971228585055993,-0.8029163787202607,-0.7866464881548567,-0.5779858236669049,-0.42704400871433407,-5.7731366039554715,-5.891835379115137,-1.7027981669198997,-1.3579673230022387,-5.7731366039554715,0.8166084032463341
2018-03-31,4.444270157602559,-0.13748620002988515,-0.8172099512342665,-0.7992055722144236,-0.6034634070551192,-0.5370515404268612,-5.657703122579457,-5.771600856578254,-2.7065302069718893,-2.5901143342811928,-5.657703122579457,0.8135944326670207
2018-06-30,1.8103964650487914,-0.3596573332223816,-0.7399585368408467,-0.8288197258095324,-0.6833420663670231,-0.6578270258790327,-5.373355150448694,-5.635437883396285,-3.9648664522172306,-3.942868560460343,-5.373355150448694,0.8061849450977796
2018-09-30,-0.6911671508214479,-0.5706679161756355,-0.8194495311977794,-0.7656311555660225,-0.7826197501670058,-0.7230248381785607,-3.6473551833338522,-3.600817592635013,-4.813306214581568,-4.67312119240483,-3.6473551833338522,0.7569035239876964
2018-12-31,-2.1413405122185147,-0.6929921794605504,-0.8559662405783277,-0.8313389722225895,-0.8205717772444483,-0.8666073494659493,-4.394162442417251,-4.4164306987185435,-6.1375364035601345,-6.281327097951353,-4.394162442417251,0.7790102010838296
2019-03-31,,,-0.8790118302054095,-0.9040886497573508,-0.9164229860599769,-0.8566822322461025,-5.220128880587442,-5.312588414148389,-6.3426247839039265,-6.1701601321204596,-5.220128880587442,0.8020211777173865
2019-06-30,,,,-0.8514823920788419,-0.9784925166864131,-0.9389135613713291,,-3.693091975884111,-7.222520511012374,-7.091197854154958,-3.693091975884111,0.758374408987562
2019-09-30,,,,,-1.0579516109767724,-1.012224003152751,,,-8.079624467659563,-7.91231655694131,-8.079624467659563,0.8700310860832661
2019-12-31,,,,,,-1.0428075476559628,,,,-8.254869674598964,-8.254869674598964,0.8735805281287068
