,date,up,keep,down,predindex,hs300
358,2016-11-18 00:00:00,6098,7754,7457,-0.10025820730357801,3417.46
359,2016-11-25 00:00:00,4810,5709,5879,-0.1000093554121059,3521.3
360,2016-12-02 00:00:00,2642,2364,2971,-0.05861393194370212,3528.95
361,2016-12-09 00:00:00,2573,2384,2890,-0.05802672524254073,3493.7
362,2016-12-16 00:00:00,2742,2546,2918,-0.03109540636042403,3346.03
363,2016-12-23 00:00:00,3148,2790,3384,-0.036129822412737295,3307.6
364,2016-12-30 00:00:00,3142,2801,3268,-0.019656786271450857,3310.08
365,2017-01-06 00:00:00,3111,2686,3251,-0.022005658597925182,3347.67
366,2017-01-13 00:00:00,3369,2681,3452,-0.012168303767775985,3319.91
367,2017-01-20 00:00:00,3413,2761,3176,0.03596903930793747,3354.89
368,2017-01-27 00:00:00,3874,2985,3705,0.022298456260720412,3364.49
369,2017-02-03 00:00:00,3316,2413,3064,0.03949843260188088,3364.49
370,2017-02-10 00:00:00,3780,2416,3759,0.002785515320334262,3413.49
371,2017-02-17 00:00:00,3737,2179,4090,-0.04510029385460585,3421.44
372,2017-02-24 00:00:00,3500,1905,3888,-0.05251759610178668,3473.85
373,2017-03-03 00:00:00,5134,2684,5698,-0.05206794682422452,3427.86
374,2017-03-10 00:00:00,5284,2845,5814,-0.04775635249594522,3427.89
375,2017-03-17 00:00:00,5476,2936,5859,-0.033789148654609615,3445.81
376,2017-03-24 00:00:00,5855,3076,6639,-0.06275012005762766,3489.6
377,2017-03-31 00:00:00,6031,2920,6579,-0.04345757335448057,3456.05
378,2017-04-07 00:00:00,6326,2928,7069,-0.055468458379992536,3517.46
379,2017-04-14 00:00:00,6784,3416,7406,-0.04383368569415081,3486.5
380,2017-04-21 00:00:00,7112,3861,7398,-0.019710544452101998,3466.79
381,2017-04-28 00:00:00,7999,6157,8598,-0.03609085979393866,3439.75
382,2017-05-05 00:00:00,8387,7837,9034,-0.03713908501234143,3382.55
383,2017-05-12 00:00:00,7833,7308,8597,-0.04650030432136336,3385.38
384,2017-05-19 00:00:00,6833,6795,7603,-0.053338875034635636,3403.85
385,2017-05-26 00:00:00,5127,5014,5794,-0.06107499313249702,3480.43
386,2017-06-02 00:00:00,3325,2391,3484,-0.023351446614774563,3486.51
387,2017-06-09 00:00:00,2975,2442,2867,0.018486819582334817,3576.17
388,2017-06-16 00:00:00,3044,2465,2910,0.022505878401074906,3518.76
389,2017-06-23 00:00:00,3164,2348,2981,0.029780309194467048,3622.88
390,2017-06-30 00:00:00,3555,2613,3283,0.03977771278151506,3666.8
391,2017-07-07 00:00:00,3838,2757,3401,0.06036745406824147,3655.93
392,2017-07-14 00:00:00,4459,3084,3675,0.0963855421686747,3703.09
393,2017-07-21 00:00:00,5085,3442,4004,0.11893497634503246,3728.6
394,2017-07-28 00:00:00,5380,3569,4321,0.10916400371095764,3721.89
395,2017-08-04 00:00:00,5600,3812,4332,0.12766814337494967,3707.58
396,2017-08-11 00:00:00,5521,3854,4430,0.10963722238970958,3647.35
397,2017-08-18 00:00:00,5606,4274,4969,0.06023640661938534,3724.67
398,2017-08-25 00:00:00,7111,6159,6887,0.01600228604086298,3795.75
399,2017-09-01 00:00:00,10069,8891,10185,-0.005727263750370297,3830.54
400,2017-09-08 00:00:00,10265,8846,10761,-0.02358984114905355,3825.99
401,2017-09-15 00:00:00,9564,8193,9795,-0.011932434526576786,3831.3
402,2017-09-22 00:00:00,7616,6381,7632,-0.001049317943336831,3837.73
403,2017-09-29 00:00:00,4026,3349,3854,0.02182741116751269,3836.5
404,2017-10-06 00:00:00,2213,2169,1915,0.07218992248062016,3882.21
405,2017-10-13 00:00:00,2456,2439,2060,0.08768821966341896,3921.0
406,2017-10-20 00:00:00,3113,3246,2610,0.08789096627642845,3926.85
407,2017-10-27 00:00:00,5497,6222,5081,0.03932690489695594,4021.97
408,2017-11-03 00:00:00,9703,10887,9134,0.030206508467378032,3992.7
409,2017-11-10 00:00:00,10074,10975,9812,0.013175098058935936,4111.91
410,2017-11-17 00:00:00,9605,10225,9557,0.002504957728838326,4120.85
411,2017-11-24 00:00:00,8053,8268,7878,0.010984872261628273,4104.2
412,2017-12-01 00:00:00,3541,2871,3682,-0.019520974664266926,3998.14
413,2017-12-08 00:00:00,3056,2721,2868,0.03173531397704254,4003.38
414,2017-12-15 00:00:00,2882,2606,2646,0.0426917510853835,3980.86
415,2017-12-22 00:00:00,2957,2490,2610,0.06233159691036465,4054.6
416,2017-12-29 00:00:00,3179,2661,2690,0.08331913443516784,4030.85
417,2018-01-05 00:00:00,3141,2585,2720,0.07183074560655178,4138.75
418,2018-01-12 00:00:00,3731,2790,3053,0.09994103773584906,4225.0
419,2018-01-19 00:00:00,3875,2839,3192,0.09664638460449979,4285.4
420,2018-01-26 00:00:00,4345,2964,3634,0.0891089108910891,4381.3
421,2018-02-02 00:00:00,5323,3406,4428,0.09178545790175367,4271.23
422,2018-02-09 00:00:00,5118,3322,4501,0.06414388190040544,3840.65
423,2018-02-16 00:00:00,5050,3312,4723,0.033459531361915484,4052.73
424,2018-02-23 00:00:00,4004,2667,3844,0.020387359836901122,4071.09
425,2018-03-02 00:00:00,3865,2422,4488,-0.07458398180294505,4016.46
426,2018-03-09 00:00:00,4110,2552,4775,-0.07484524479459764,4108.87
427,2018-03-16 00:00:00,4132,2400,4730,-0.06747912435116227,4056.42
428,2018-03-23 00:00:00,5363,2906,5973,-0.05381086803105152,3904.94
429,2018-03-30 00:00:00,5689,2749,5942,-0.021752213911099647,3898.5
430,2018-04-06 00:00:00,6011,2426,6286,-0.02236317801089697,3852.93
431,2018-04-13 00:00:00,6106,2540,6590,-0.03812224322621298,3871.14
432,2018-04-20 00:00:00,6337,2921,7021,-0.05120527025003743,3760.85
433,2018-04-27 00:00:00,7119,5172,8144,-0.06715586712965996,3756.88
434,2018-05-04 00:00:00,7397,7450,8447,-0.06627114365059328,3774.6
435,2018-05-11 00:00:00,7545,7561,8507,-0.059930226763020185,3872.84
436,2018-05-18 00:00:00,6768,7166,7561,-0.055342312792239515,3903.06
437,2018-05-25 00:00:00,5153,5550,5535,-0.03574101796407186,3816.5
438,2018-06-01 00:00:00,3010,2272,3166,-0.025259067357512953,3770.59
439,2018-06-08 00:00:00,2365,1798,2415,-0.010460251046025104,3779.62
440,2018-06-15 00:00:00,2292,1775,2286,0.001310615989515072,3753.43
441,2018-06-22 00:00:00,2214,1721,2253,-0.008730691739422432,3608.9
442,2018-06-29 00:00:00,2367,1892,2334,0.007019783024888321,3510.98
443,2018-07-06 00:00:00,2543,2012,2610,-0.013002134678827867,3365.12
444,2018-07-13 00:00:00,2894,2361,2900,-0.0010355540214014498,3492.69
445,2018-07-20 00:00:00,3431,2947,3350,0.011945140834685149,3492.89
446,2018-07-27 00:00:00,3585,3021,3597,-0.001670843776106934,3521.23
